Date,Name,Year,Letterboxd URI,Rating
2017-07-15,Cruising,1980,https://letterboxd.com/film/cruising/,3.5
2017-07-15,The Hateful Eight,2015,https://letterboxd.com/film/the-hateful-eight/,4
2017-07-15,Les Affaires publiques,1934,https://letterboxd.com/film/les-affaires-publiques/,2.5
2017-07-15,Eisenstein in Guanajuato,2015,https://letterboxd.com/film/eisenstein-in-guanajuato/,3
2017-07-15,Walk on the Wild Side,1962,https://letterboxd.com/film/walk-on-the-wild-side/,4
2017-07-15,Cabaret,1972,https://letterboxd.com/film/cabaret/,3
2017-07-15,This Gun for Hire,1942,https://letterboxd.com/film/this-gun-for-hire/,3
2017-07-15,The Last Seduction,1994,https://letterboxd.com/film/the-last-seduction/,2.5
2017-07-15,Tres dies amb la família,2009,https://letterboxd.com/film/tres-dies-amb-la-familia/,3.5
2017-07-15,Fear,1954,https://letterboxd.com/film/fear-1954/,4
2017-07-15,Skyfall,2012,https://letterboxd.com/film/skyfall/,2.5
2017-07-15,Madeleine,1950,https://letterboxd.com/film/madeleine/,3
2017-07-15,Sisters of the Gion,1936,https://letterboxd.com/film/sisters-of-the-gion/,4
2017-07-15,Along the Great Divide,1951,https://letterboxd.com/film/along-the-great-divide/,3.5
2017-07-15,All Quiet on the Western Front,1930,https://letterboxd.com/film/all-quiet-on-the-western-front/,4
2017-07-15,Nanook of the North,1922,https://letterboxd.com/film/nanook-of-the-north/,4
2017-07-15,The Love Nest,1923,https://letterboxd.com/film/the-love-nest/,3
2017-07-15,The Piano,1993,https://letterboxd.com/film/the-piano/,1.5
2017-07-15,True Heart Susie,1919,https://letterboxd.com/film/true-heart-susie/,3.5
2017-07-15,Earth,1930,https://letterboxd.com/film/earth-1930/,4
2017-07-15,Interlude,1957,https://letterboxd.com/film/interlude-1957/,3
2017-07-15,Amy,2015,https://letterboxd.com/film/amy-2015/,3
2017-07-15,Experiment Perilous,1944,https://letterboxd.com/film/experiment-perilous/,3.5
2017-07-15,Lady Windermere's Fan,1925,https://letterboxd.com/film/lady-windermeres-fan/,4
2017-07-15,Ilo Ilo,2013,https://letterboxd.com/film/ilo-ilo/,3
2017-07-15,Tomboy,2011,https://letterboxd.com/film/tomboy-2011/,4
2017-07-15,Trans-Europ-Express,1966,https://letterboxd.com/film/trans-europ-express/,3.5
2017-07-15,Sudden Fear,1952,https://letterboxd.com/film/sudden-fear/,4
2017-07-15,The Front,1976,https://letterboxd.com/film/the-front/,3.5
2017-07-15,Cairo Station,1958,https://letterboxd.com/film/cairo-station/,4
2017-07-15,Masques,1987,https://letterboxd.com/film/masques/,3.5
2017-07-15,Love Battles,2013,https://letterboxd.com/film/love-battles/,3.5
2017-07-15,If I Had a Million,1932,https://letterboxd.com/film/if-i-had-a-million/,2.5
2017-07-15,La Sapienza,2014,https://letterboxd.com/film/la-sapienza/,4
2017-07-15,While We're Young,2014,https://letterboxd.com/film/while-were-young/,3.5
2017-07-15,Inside Out,2015,https://letterboxd.com/film/inside-out-2015/,3
2017-07-15,Mad Max: Fury Road,2015,https://letterboxd.com/film/mad-max-fury-road/,3
2017-07-15,One Froggy Evening,1955,https://letterboxd.com/film/one-froggy-evening/,3.5
2017-07-15,Duck Amuck,1953,https://letterboxd.com/film/duck-amuck/,3
2017-07-15,Laugh and Get Rich,1931,https://letterboxd.com/film/laugh-and-get-rich/,3.5
2017-07-15,Three Strangers,1946,https://letterboxd.com/film/three-strangers/,2
2017-07-15,Sabotage,1936,https://letterboxd.com/film/sabotage/,4
2017-07-15,The Life and Times of Judge Roy Bean,1972,https://letterboxd.com/film/the-life-and-times-of-judge-roy-bean/,3
2017-07-15,The Moon Has Risen,1955,https://letterboxd.com/film/the-moon-has-risen/,4
2017-07-15,The Lavender Hill Mob,1951,https://letterboxd.com/film/the-lavender-hill-mob/,3.5
2017-07-15,Santa Claus Has Blue Eyes,1966,https://letterboxd.com/film/santa-claus-has-blue-eyes/,4
2017-07-15,Suffragette,2015,https://letterboxd.com/film/suffragette/,3
2017-07-15,On Football,2015,https://letterboxd.com/film/on-football/,3
2017-07-15,Bridge of Spies,2015,https://letterboxd.com/film/bridge-of-spies/,2.5
2017-07-15,One Floor Below,2015,https://letterboxd.com/film/one-floor-below/,2.5
2017-07-15,João Bénard da Costa: Others Will Love the Things I Have Loved,2014,https://letterboxd.com/film/joao-benard-da-costa-others-will-love-the-things-i-have-loved/,3.5
2017-07-15,The Glory of Filmmaking in Portugal,2015,https://letterboxd.com/film/the-glory-of-filmmaking-in-portugal/,3
2017-07-15,Hands Over the City,1963,https://letterboxd.com/film/hands-over-the-city/,3.5
2017-07-15,Hill of Freedom,2014,https://letterboxd.com/film/hill-of-freedom/,4
2017-07-15,The Academy of Muses,2015,https://letterboxd.com/film/the-academy-of-muses/,4
2017-07-15,Hold Me While I'm Naked,1966,https://letterboxd.com/film/hold-me-while-im-naked/,3
2017-07-15,Berserker,2015,https://letterboxd.com/film/berserker-2015/,3.5
2017-07-15,The Apostate,2015,https://letterboxd.com/film/the-apostate-2015/,2.5
2017-07-15,General Report II: The New Abduction of Europe,2015,https://letterboxd.com/film/general-report-ii-the-new-abduction-of-europe/,3.5
2017-07-15,The Assassin,2015,https://letterboxd.com/film/the-assassin-2015/,4
2017-07-15,Upstream Color,2013,https://letterboxd.com/film/upstream-color/,2.5
2017-07-15,The Boy with Green Hair,1948,https://letterboxd.com/film/the-boy-with-green-hair/,3
2017-07-15,Sicario,2015,https://letterboxd.com/film/sicario-2015/,3
2017-07-15,Millennium Actress,2001,https://letterboxd.com/film/millennium-actress/,3.5
2017-07-15,Manufractur,1985,https://letterboxd.com/film/manufractur/,3.5
2017-07-15,Dream Work,2001,https://letterboxd.com/film/dream-work/,4
2017-07-15,Outer Space,1999,https://letterboxd.com/film/outer-space/,4.5
2017-07-15,The Arrival,1998,https://letterboxd.com/film/the-arrival-1998/,4
2017-07-15,Tale of Tales,1979,https://letterboxd.com/film/tale-of-tales/,4
2017-07-15,Mistress America,2015,https://letterboxd.com/film/mistress-america/,2.5
2017-07-15,Age of Panic,2013,https://letterboxd.com/film/age-of-panic/,3
2017-07-15,Kenji Mizoguchi: The Life of a Film Director,1975,https://letterboxd.com/film/kenji-mizoguchi-the-life-of-a-film-director/,3.5
2017-07-15,Rich and Famous,1981,https://letterboxd.com/film/rich-and-famous/,4
2017-07-15,The Killer Is Loose,1956,https://letterboxd.com/film/the-killer-is-loose/,4
2017-07-15,Beyond the Years,2007,https://letterboxd.com/film/beyond-the-years/,1.5
2017-07-15,The Naked Island,1960,https://letterboxd.com/film/the-naked-island/,3.5
2017-07-15,Skyscraper Symphony,1929,https://letterboxd.com/film/skyscraper-symphony/,3.5
2017-07-15,Manhatta,1921,https://letterboxd.com/film/manhatta/,4
2017-07-15,Once More,1988,https://letterboxd.com/film/once-more-1988/,4
2017-07-15,It's Love,2015,https://letterboxd.com/film/its-love/,3
2017-07-15,Babai,2015,https://letterboxd.com/film/babai/,1.5
2017-07-15,No Home Movie,2015,https://letterboxd.com/film/no-home-movie/,3.5
2017-07-15,Cemetery of Splendour,2015,https://letterboxd.com/film/cemetery-of-splendour/,4.5
2017-07-15,From Caligari to Hitler: German Cinema in the Age of the Masses,2014,https://letterboxd.com/film/from-caligari-to-hitler-german-cinema-in-the-age-of-the-masses/,4
2017-07-15,A German Youth,2015,https://letterboxd.com/film/a-german-youth/,3.5
2017-07-15,Mustang,2015,https://letterboxd.com/film/mustang-2015/,2
2017-07-15,Hitchcock/Truffaut,2015,https://letterboxd.com/film/hitchcock-truffaut/,3.5
2017-07-15,Rams,2015,https://letterboxd.com/film/rams/,3
2017-07-15,Nightcrawler,2014,https://letterboxd.com/film/nightcrawler/,2.5
2017-07-15,Hotel Monterey,1972,https://letterboxd.com/film/hotel-monterey/,4
2017-07-15,Blow Up My Town,1968,https://letterboxd.com/film/blow-up-my-town/,3.5
2017-07-15,Kung Fury,2015,https://letterboxd.com/film/kung-fury/,1.5
2017-07-15,Raising Cain,1992,https://letterboxd.com/film/raising-cain/,3
2017-07-15,The Texas Chain Saw Massacre,1974,https://letterboxd.com/film/the-texas-chain-saw-massacre/,4
2017-07-15,Airplane!,1980,https://letterboxd.com/film/airplane/,2
2017-07-15,Animal House,1978,https://letterboxd.com/film/animal-house/,2
2017-07-15,Mothlight,1963,https://letterboxd.com/film/mothlight/,3.5
2017-07-15,Sightseers,2012,https://letterboxd.com/film/sightseers/,2
2017-07-15,Let the Right One In,2008,https://letterboxd.com/film/let-the-right-one-in/,3
2017-07-15,Night of Red Wine,1966,https://letterboxd.com/film/night-of-red-wine/,4
2017-07-15,Tree Without Leaves,1986,https://letterboxd.com/film/tree-without-leaves/,3.5
2017-07-15,The Club,2015,https://letterboxd.com/film/the-club-2015/,2
2017-07-15,Dr. Cyclops,1940,https://letterboxd.com/film/dr-cyclops/,3
2017-07-15,Without Reservations,1946,https://letterboxd.com/film/without-reservations/,3
2017-07-15,Taxi,2015,https://letterboxd.com/film/taxi-2015/,3
2017-07-15,Ambition,1991,https://letterboxd.com/film/ambition/,3
2017-07-15,The Phantom Carriage,1921,https://letterboxd.com/film/the-phantom-carriage/,4.5
2017-07-15,Paulina,2015,https://letterboxd.com/film/paulina/,3.5
2017-07-15,King Kong,1933,https://letterboxd.com/film/king-kong/,3
2017-07-15,The Most Dangerous Game,1932,https://letterboxd.com/film/the-most-dangerous-game/,3
2017-07-15,Grass: A Nation's Battle for Life,1925,https://letterboxd.com/film/grass-a-nations-battle-for-life/,3
2017-07-15,Enemy,2013,https://letterboxd.com/film/enemy/,3
2017-07-15,Irrational Man,2015,https://letterboxd.com/film/irrational-man/,3.5
2017-07-15,Smart Woman,1931,https://letterboxd.com/film/smart-woman-1931/,3.5
2017-07-15,Truhanes,1983,https://letterboxd.com/film/truhanes/,1.5
2017-07-15,Private Worlds,1935,https://letterboxd.com/film/private-worlds/,4
2017-07-15,Lovable You,1980,https://letterboxd.com/film/lovable-you/,2
2017-07-15,The Sandwich Man,1983,https://letterboxd.com/film/the-sandwich-man-1983/,3
2017-07-15,Los exiliados románticos,2015,https://letterboxd.com/film/los-exiliados-romanticos/,3
2017-07-15,Phenomena,1985,https://letterboxd.com/film/phenomena/,3
2017-07-15,Bluebeard,1944,https://letterboxd.com/film/bluebeard/,3.5
2017-07-15,The Bitter Tea of General Yen,1933,https://letterboxd.com/film/the-bitter-tea-of-general-yen/,3
2017-07-15,The Music Room,1958,https://letterboxd.com/film/the-music-room/,3.5
2017-07-15,Love Letter,1953,https://letterboxd.com/film/love-letter-1953/,4
2017-07-15,The File on Thelma Jordon,1950,https://letterboxd.com/film/the-file-on-thelma-jordon/,3.5
2017-07-15,Footsteps in the Fog,1955,https://letterboxd.com/film/footsteps-in-the-fog/,3
2017-07-15,People in Places,2013,https://letterboxd.com/film/people-in-places/,3
2017-07-15,Wanda,1970,https://letterboxd.com/film/wanda/,4
2017-07-15,Lovers,1991,https://letterboxd.com/film/lovers-1991/,2
2017-07-15,Cuerpo a cuerpo,1984,https://letterboxd.com/film/cuerpo-a-cuerpo/,4
2017-07-15,Gregory's Girl,1981,https://letterboxd.com/film/gregorys-girl/,2
2017-07-15,Akira,1988,https://letterboxd.com/film/akira/,2.5
2017-07-15,Perfect Blue,1997,https://letterboxd.com/film/perfect-blue/,3.5
2017-07-15,A Snake of June,2002,https://letterboxd.com/film/a-snake-of-june/,3.5
2017-07-15,Dead of Night,1945,https://letterboxd.com/film/dead-of-night/,3.5
2017-07-15,A Brutal Game,1983,https://letterboxd.com/film/a-brutal-game/,4
2017-07-15,Dog Star Man: Part IV,1964,https://letterboxd.com/film/dog-star-man-part-iv/,4.5
2017-07-15,Dog Star Man: Part III,1964,https://letterboxd.com/film/dog-star-man-part-iii/,4
2017-07-15,Dog Star Man: Part II,1964,https://letterboxd.com/film/dog-star-man-part-ii/,4
2017-07-15,Dog Star Man: Part I,1963,https://letterboxd.com/film/dog-star-man-part-i/,4.5
2017-07-15,Prelude: Dog Star Man,1962,https://letterboxd.com/film/prelude-dog-star-man/,4.5
2017-07-15,if....,1968,https://letterboxd.com/film/if/,3
2017-07-15,Frankenstein,1931,https://letterboxd.com/film/frankenstein-1931/,3.5
2017-07-15,The Touch,1971,https://letterboxd.com/film/the-touch-1971/,3.5
2017-07-15,The Haunting,1963,https://letterboxd.com/film/the-haunting/,3
2017-07-15,He Ran All the Way,1951,https://letterboxd.com/film/he-ran-all-the-way/,3
2017-07-15,Cattle Queen of Montana,1954,https://letterboxd.com/film/cattle-queen-of-montana/,3.5
2017-07-15,Meet Me in St. Louis,1944,https://letterboxd.com/film/meet-me-in-st-louis/,4
2017-07-15,I Am Cuba,1964,https://letterboxd.com/film/i-am-cuba/,3
2017-07-15,The 13th Letter,1951,https://letterboxd.com/film/the-13th-letter/,2.5
2017-07-15,Life Ahead,1958,https://letterboxd.com/film/life-ahead/,3.5
2017-07-15,All Night Long,2010,https://letterboxd.com/film/all-night-long-2010/,3.5
2017-07-15,The Unknown,1927,https://letterboxd.com/film/the-unknown/,4
2017-07-15,Day of the Outlaw,1959,https://letterboxd.com/film/day-of-the-outlaw/,3.5
2017-07-15,The Childhood of Maxim Gorky,1938,https://letterboxd.com/film/the-childhood-of-maxim-gorky/,3.5
2017-07-15,Charley Varrick,1973,https://letterboxd.com/film/charley-varrick/,3
2017-07-15,Night Nurse,1931,https://letterboxd.com/film/night-nurse/,3
2017-07-15,The Tall Target,1951,https://letterboxd.com/film/the-tall-target/,3.5
2017-07-15,Storm Fear,1955,https://letterboxd.com/film/storm-fear/,3
2017-07-15,Back Street,1932,https://letterboxd.com/film/back-street-1932/,4.5
2017-07-15,Fat City,1972,https://letterboxd.com/film/fat-city/,3.5
2017-07-15,Investigation of a Citizen Above Suspicion,1970,https://letterboxd.com/film/investigation-of-a-citizen-above-suspicion/,3
2017-07-15,Curling,2010,https://letterboxd.com/film/curling/,2.5
2017-07-15,Poachers,1975,https://letterboxd.com/film/poachers/,3
2017-07-15,Une Chambre en Ville,1982,https://letterboxd.com/film/une-chambre-en-ville/,4
2017-07-15,Wichita,1955,https://letterboxd.com/film/wichita/,4
2017-07-15,Election 2,2006,https://letterboxd.com/film/election-2/,3.5
2017-07-15,Family Diary,1962,https://letterboxd.com/film/family-diary/,3.5
2017-07-15,Forbidden Planet,1956,https://letterboxd.com/film/forbidden-planet/,3.5
2017-07-15,Wind Across the Everglades,1958,https://letterboxd.com/film/wind-across-the-everglades/,3
2017-07-15,Rouge,1987,https://letterboxd.com/film/rouge/,3.5
2017-07-15,The Sorrow and the Pity,1969,https://letterboxd.com/film/the-sorrow-and-the-pity/,4.5
2017-07-15,By the Bluest of Seas,1936,https://letterboxd.com/film/by-the-bluest-of-seas/,4
2017-07-15,At Sea,2007,https://letterboxd.com/film/at-sea/,4.5
2017-07-15,Death of a Bureaucrat,1966,https://letterboxd.com/film/death-of-a-bureaucrat/,3.5
2017-07-15,The Suspect,1944,https://letterboxd.com/film/the-suspect/,3.5
2017-07-15,For Ever Mozart,1996,https://letterboxd.com/film/for-ever-mozart/,4
2017-07-15,Moontide,1942,https://letterboxd.com/film/moontide/,3.5
2017-07-15,Maine-Ocean Express,1986,https://letterboxd.com/film/maine-ocean-express/,4
2017-07-15,The Criminal,1960,https://letterboxd.com/film/the-criminal-1960/,3
2017-07-15,Joan the Maid II: The Prisons,1994,https://letterboxd.com/film/joan-the-maid-ii-the-prisons/,3.5
2017-07-15,Black Girl,1966,https://letterboxd.com/film/black-girl-1966/,3.5
2017-07-15,The Marriage Circle,1924,https://letterboxd.com/film/the-marriage-circle/,3.5
2017-07-15,Canyon Passage,1946,https://letterboxd.com/film/canyon-passage/,4
2017-07-15,Joan the Maid I: The Battles,1994,https://letterboxd.com/film/joan-the-maid-i-the-battles/,3.5
2017-07-15,The Young One,1960,https://letterboxd.com/film/the-young-one/,3.5
2017-07-15,City Girl,1930,https://letterboxd.com/film/city-girl/,4.5
2017-07-15,The Fugitive,1947,https://letterboxd.com/film/the-fugitive/,4
2017-07-15,Invasion,1969,https://letterboxd.com/film/invasion-1969/,3.5
2017-07-15,Guys and Dolls,1955,https://letterboxd.com/film/guys-and-dolls/,3.5
2017-07-15,'R Xmas,2001,https://letterboxd.com/film/r-xmas/,3
2017-07-15,To Live and Die in L.A.,1985,https://letterboxd.com/film/to-live-and-die-in-la/,3.5
2017-07-15,Night Moves,2013,https://letterboxd.com/film/night-moves-2013/,4
2017-07-15,The Skeleton of Mrs. Morales,1960,https://letterboxd.com/film/the-skeleton-of-mrs-morales/,3.5
2017-07-15,The Great Flamarion,1945,https://letterboxd.com/film/the-great-flamarion/,3
2017-07-15,Targets,1968,https://letterboxd.com/film/targets/,3.5
2017-07-15,Paris Frills,1945,https://letterboxd.com/film/paris-frills/,3
2017-07-15,Voices Through Time,1996,https://letterboxd.com/film/voices-through-time/,4.5
2017-07-15,Tender Is the Night,1962,https://letterboxd.com/film/tender-is-the-night/,3
2017-07-15,Heroes for Sale,1933,https://letterboxd.com/film/heroes-for-sale/,3.5
2017-07-15,The Exiles,1961,https://letterboxd.com/film/the-exiles/,3.5
2017-07-15,Shadowlands,1993,https://letterboxd.com/film/shadowlands/,2.5
2017-07-15,Cœur fidèle,1923,https://letterboxd.com/film/cur-fidele/,4
2017-07-15,Mrs. Miniver,1942,https://letterboxd.com/film/mrs-miniver/,3
2017-07-15,When Willie Comes Marching Home,1950,https://letterboxd.com/film/when-willie-comes-marching-home/,4
2017-07-15,The Terence Davies Trilogy,1983,https://letterboxd.com/film/the-terence-davies-trilogy/,4
2017-07-15,Death and Transfiguration,1983,https://letterboxd.com/film/death-and-transfiguration/,4
2017-07-15,Madonna and Child,1980,https://letterboxd.com/film/madonna-and-child/,4
2017-07-15,Children,1976,https://letterboxd.com/film/children/,3.5
2017-07-15,Les Bonnes Femmes,1960,https://letterboxd.com/film/les-bonnes-femmes/,3.5
2017-07-15,The Undercover Man,1949,https://letterboxd.com/film/the-undercover-man/,3.5
2017-07-15,Drums Along the Mohawk,1939,https://letterboxd.com/film/drums-along-the-mohawk/,4.5
2017-07-15,City Streets,1931,https://letterboxd.com/film/city-streets/,4
2017-07-15,Killed the Family and Went to the Movies,1969,https://letterboxd.com/film/killed-the-family-and-went-to-the-movies-1969/,4
2017-07-15,Dead End,1937,https://letterboxd.com/film/dead-end/,4
2017-07-15,A Tale of the Wind,1988,https://letterboxd.com/film/a-tale-of-the-wind/,3.5
2017-07-15,Quai des Orfèvres,1947,https://letterboxd.com/film/quai-des-orfevres-1947/,2.5
2017-07-15,The Human Pyramid,1961,https://letterboxd.com/film/the-human-pyramid/,5
2017-07-15,Cry of the City,1948,https://letterboxd.com/film/cry-of-the-city/,3
2017-07-15,Méditerranée,1963,https://letterboxd.com/film/mediterranee/,3.5
2017-07-15,The Golden Era,2014,https://letterboxd.com/film/the-golden-era/,3.5
2017-07-15,Performance,1970,https://letterboxd.com/film/performance/,3
2017-07-15,The Big Night,1951,https://letterboxd.com/film/the-big-night/,2.5
2017-07-15,Why Don't You Play in Hell?,2013,https://letterboxd.com/film/why-dont-you-play-in-hell/,3.5
2017-07-15,Bonjour Tristesse,1958,https://letterboxd.com/film/bonjour-tristesse/,4
2017-07-15,Barrier,1966,https://letterboxd.com/film/barrier/,3.5
2017-07-15,Love Is a Many-Splendored Thing,1955,https://letterboxd.com/film/love-is-a-many-splendored-thing/,2.5
2017-07-15,The Days I Don’t Exist,2003,https://letterboxd.com/film/the-days-i-dont-exist/,4.5
2017-07-15,The Things of Life,1970,https://letterboxd.com/film/the-things-of-life/,3.5
2017-07-15,The Revolt of Mamie Stover,1956,https://letterboxd.com/film/the-revolt-of-mamie-stover/,4.5
2017-07-15,Max and the Junkmen,1971,https://letterboxd.com/film/max-and-the-junkmen/,3.5
2017-07-15,Samurai Rebellion,1967,https://letterboxd.com/film/samurai-rebellion/,3.5
2017-07-15,The Wiser Age,1962,https://letterboxd.com/film/the-wiser-age/,4
2017-07-15,Red Wood Pigeon,1989,https://letterboxd.com/film/red-wood-pigeon/,2
2017-07-15,Hell Drivers,1957,https://letterboxd.com/film/hell-drivers/,3
2017-07-15,Route One/USA,1989,https://letterboxd.com/film/route-one-usa/,4
2017-07-15,Full Moon in New York,1990,https://letterboxd.com/film/full-moon-in-new-york/,3
2017-07-15,Before the Revolution,1964,https://letterboxd.com/film/before-the-revolution/,3.5
2017-07-15,Flic Story,1975,https://letterboxd.com/film/flic-story-1975/,3
2017-07-15,Providence,1977,https://letterboxd.com/film/providence/,3.5
2017-07-15,Mildred Pierce,2011,https://letterboxd.com/film/mildred-pierce-2011/,3
2017-07-15,Femmes femmes,1974,https://letterboxd.com/film/femmes-femmes/,4
2017-07-15,Armored Car Robbery,1950,https://letterboxd.com/film/armored-car-robbery/,3
2017-07-15,Three Comrades,1938,https://letterboxd.com/film/three-comrades/,4
2017-07-15,Way of a Gaucho,1952,https://letterboxd.com/film/way-of-a-gaucho/,4
2017-07-15,The Bling Ring,2013,https://letterboxd.com/film/the-bling-ring/,4
2017-07-15,10 on Ten,2004,https://letterboxd.com/film/10-on-ten/,2.5
2017-07-15,The Boys in the Band,1970,https://letterboxd.com/film/the-boys-in-the-band/,3.5
2017-07-15,Othello,1951,https://letterboxd.com/film/othello-1951/,4.5
2017-07-15,The Nutty Professor,1963,https://letterboxd.com/film/the-nutty-professor/,2
2017-07-15,Shirin,2008,https://letterboxd.com/film/shirin/,3.5
2017-07-15,You Are Not I,1981,https://letterboxd.com/film/you-are-not-i/,3.5
2017-07-15,Sleepwalk,1986,https://letterboxd.com/film/sleepwalk/,4
2017-07-15,Fargo,1996,https://letterboxd.com/film/fargo/,4.5
2017-07-15,Embrace of the Serpent,2015,https://letterboxd.com/film/embrace-of-the-serpent/,2.5
2017-07-15,Stray Dogs,2013,https://letterboxd.com/film/stray-dogs-2013/,4
2017-07-15,U.S. Go Home,1994,https://letterboxd.com/film/us-go-home/,4.5
2017-07-15,Zero Motivation,2014,https://letterboxd.com/film/zero-motivation/,2
2017-07-15,Bay of Angels,1963,https://letterboxd.com/film/bay-of-angels/,3.5
2017-07-15,White God,2014,https://letterboxd.com/film/white-god/,2.5
2017-07-15,Background to Danger,1943,https://letterboxd.com/film/background-to-danger/,3
2017-07-15,It Follows,2014,https://letterboxd.com/film/it-follows/,3.5
2017-07-15,"Visit, or Memories and Confessions",2015,https://letterboxd.com/film/visit-or-memories-and-confessions/,4
2017-07-15,A Century of Energy,2015,https://letterboxd.com/film/a-century-of-energy/,3
2017-07-15,The Old Man of Belem,2014,https://letterboxd.com/film/the-old-man-of-belem/,3.5
2017-07-15,Clouds of Sils Maria,2014,https://letterboxd.com/film/clouds-of-sils-maria/,3
2017-07-15,The Hart of London,1970,https://letterboxd.com/film/the-hart-of-london/,4
2017-07-15,The Fury,1978,https://letterboxd.com/film/the-fury/,3.5
2017-07-15,Horse Money,2014,https://letterboxd.com/film/horse-money/,4.5
2017-07-15,A Pigeon Sat on a Branch Reflecting on Existence,2014,https://letterboxd.com/film/a-pigeon-sat-on-a-branch-reflecting-on-existence/,3
2017-07-15,The Confrontation,1969,https://letterboxd.com/film/the-confrontation/,3.5
2017-07-15,Journey to the West,2014,https://letterboxd.com/film/journey-to-the-west-2014/,3
2017-07-15,Avraham,2014,https://letterboxd.com/film/avraham/,4
2017-07-15,Ulzana's Raid,1972,https://letterboxd.com/film/ulzanas-raid/,3
2017-07-15,The High Pressures,2014,https://letterboxd.com/film/the-high-pressures/,3.5
2017-07-15,Hard to Be a God,2013,https://letterboxd.com/film/hard-to-be-a-god/,3.5
2017-07-15,National Gallery,2014,https://letterboxd.com/film/national-gallery/,4
2017-07-15,Scene of the Crime,1986,https://letterboxd.com/film/scene-of-the-crime-1986/,3.5
2017-07-15,Carrie,1952,https://letterboxd.com/film/carrie/,4
2017-07-15,A Most Violent Year,2014,https://letterboxd.com/film/a-most-violent-year/,3
2017-07-15,Thieves' Highway,1949,https://letterboxd.com/film/thieves-highway/,3.5
2017-07-15,Life of Riley,2014,https://letterboxd.com/film/life-of-riley/,3.5
2017-07-15,Inherent Vice,2014,https://letterboxd.com/film/inherent-vice/,4
2017-07-15,Sexy Beast,2000,https://letterboxd.com/film/sexy-beast/,3
2017-07-15,Belleville Baby,2013,https://letterboxd.com/film/belleville-baby/,2.5
2017-07-15,Boyhood,2014,https://letterboxd.com/film/boyhood/,5
2017-07-15,Birdman or (The Unexpected Virtue of Ignorance),2014,https://letterboxd.com/film/birdman-or-the-unexpected-virtue-of-ignorance/,2.5
2017-07-15,The Imitation Game,2014,https://letterboxd.com/film/the-imitation-game/,1.5
2017-07-15,Get Carter,1971,https://letterboxd.com/film/get-carter/,3.5
2017-07-15,The Prime of Miss Jean Brodie,1969,https://letterboxd.com/film/the-prime-of-miss-jean-brodie/,3.5
2017-07-15,Cash on Demand,1961,https://letterboxd.com/film/cash-on-demand/,3
2017-07-15,Atlantic City,1980,https://letterboxd.com/film/atlantic-city/,3.5
2017-07-15,Doctor Bull,1933,https://letterboxd.com/film/doctor-bull/,3.5
2017-07-15,Bernie,2011,https://letterboxd.com/film/bernie-2011/,3
2017-07-15,The Uninvited,1944,https://letterboxd.com/film/the-uninvited/,3.5
2017-07-15,Maps to the Stars,2014,https://letterboxd.com/film/maps-to-the-stars/,4
2017-07-15,Magic in the Moonlight,2014,https://letterboxd.com/film/magic-in-the-moonlight/,2
2017-07-15,Mommy,2014,https://letterboxd.com/film/mommy-2014/,2.5
2017-07-15,Goodbye to Language,2014,https://letterboxd.com/film/goodbye-to-language/,4.5
2017-07-15,The King of Escape,2009,https://letterboxd.com/film/the-king-of-escape/,4
2017-07-15,Hellzapoppin',1941,https://letterboxd.com/film/hellzapoppin/,3.5
2017-07-15,En rachâchant,1982,https://letterboxd.com/film/en-rachachant/,3.5
2017-07-15,Ménilmontant,1926,https://letterboxd.com/film/menilmontant/,4
2017-07-15,Hobson's Choice,1954,https://letterboxd.com/film/hobsons-choice/,3
2017-07-15,Coherence,2013,https://letterboxd.com/film/coherence/,3
2017-07-15,The Farewell,2012,https://letterboxd.com/film/the-farewell-2012/,0.5
2017-07-15,Love Is More Than I Can Handle,2014,https://letterboxd.com/film/love-is-more-than-i-can-handle/,3
2017-07-15,Cutting Grass,2013,https://letterboxd.com/film/cutting-grass/,2.5
2017-07-15,Winter Sleep,2014,https://letterboxd.com/film/winter-sleep/,3
2017-07-15,Emak-Bakia,1926,https://letterboxd.com/film/emak-bakia/,4
2017-07-15,The Bride Wore Red,1937,https://letterboxd.com/film/the-bride-wore-red/,2.5
2017-07-15,Gone Girl,2014,https://letterboxd.com/film/gone-girl/,3.5
2017-07-15,Complicated Women,2003,https://letterboxd.com/film/complicated-women/,3
2017-07-15,Merrily We Go to Hell,1932,https://letterboxd.com/film/merrily-we-go-to-hell/,4
2017-07-15,Anybody's Woman,1930,https://letterboxd.com/film/anybodys-woman/,3.5
2017-07-15,Ro.Go.Pa.G.,1963,https://letterboxd.com/film/rogopag/,3.5
2017-07-15,In the Basement,2014,https://letterboxd.com/film/in-the-basement/,2
2017-07-15,Magical Girl,2014,https://letterboxd.com/film/magical-girl/,4
2017-07-15,Eden,2014,https://letterboxd.com/film/eden-2014-1/,4
2017-07-15,Two Shots Fired,2014,https://letterboxd.com/film/two-shots-fired/,3.5
2017-07-15,Felix and Meira,2014,https://letterboxd.com/film/felix-and-meira/,1
2017-07-15,The Salt of the Earth,2014,https://letterboxd.com/film/the-salt-of-the-earth/,3
2017-07-15,Aire libre,2014,https://letterboxd.com/film/aire-libre/,3.5
2017-07-15,Love Is Strange,2014,https://letterboxd.com/film/love-is-strange/,1.5
2017-07-15,Girlhood,2014,https://letterboxd.com/film/girlhood-2014/,3.5
