Date,Name,Year,Letterboxd URI,Rating,tmdb_type,tmdb_id
2017-07-15,A Portrait of Ga,1952.0,https://boxd.it/7imW,4.0,movie,248935
2017-07-15,Winter,1969.0,https://boxd.it/8gv0,4.0,movie,273241
2017-07-15,Ghost Ship,2016.0,https://boxd.it/e1jq,3.0,movie,399934
2017-07-15,Días color naranja,2016.0,https://boxd.it/f4RC,3.5,movie,425924
2017-07-15,Seven Days in May,1964.0,https://boxd.it/1z7C,3.5,movie,23518
2017-07-15,A King in New York,1957.0,https://boxd.it/1os0,3.0,movie,28973
2017-07-15,Here and Elsewhere,1976.0,https://boxd.it/1u9I,4.5,movie,26298
2017-07-15,Cleopatra,1934.0,https://boxd.it/Tie,3.5,movie,43902
2017-07-15,Blood and Sand,1941.0,https://boxd.it/S2Y,3.0,movie,44399
2017-07-15,Insaisissable Image,2007.0,https://boxd.it/fj2a,3.5,movie,431671
2017-07-15,Reap the Wild Wind,1942.0,https://boxd.it/6uU,3.5,movie,63617
2017-07-15,Union Pacific,1939.0,https://boxd.it/TsI,3.5,movie,43837
2017-07-15,Unconquered,1947.0,https://boxd.it/2oUq,4.0,movie,72241
2017-07-15,California,1947.0,https://boxd.it/3K02,3.5,movie,111459
2017-07-15,La La Land,2016.0,https://boxd.it/a5fa,2.5,movie,313369
2017-07-15,"Le retour, Place de l'Etoile",1899.0,https://boxd.it/6O6Y,3.5,movie,231103
2017-07-15,The Sorcerer's Apprentice,2010.0,https://boxd.it/1sGg,3.5,movie,27022
2017-07-15,Serie Noire,1979.0,https://boxd.it/1vS,3.5,movie,64349
2017-07-15,Follow Me Quietly,1949.0,https://boxd.it/1jHu,3.5,movie,31167
2017-07-15,Six in Paris,1965.0,https://boxd.it/AuA,3.5,movie,51808
2017-07-15,Frantz,2016.0,https://boxd.it/d6Ym,2.5,movie,377263
2017-07-15,Count the Hours!,1953.0,https://boxd.it/1eg4,3.5,movie,34146
2017-07-15,Florence Foster Jenkins,2016.0,https://boxd.it/abbS,2.5,movie,315664
2017-07-15,Impact,1949.0,https://boxd.it/1vGS,3.0,movie,25503
2017-07-15,The Hatchet Man,1932.0,https://boxd.it/3VpW,3.5,movie,118139
2017-07-15,Amijima,2016.0,https://boxd.it/e6ra,3.5,movie,401401
2017-07-15,Strike,1925.0,https://boxd.it/QFk,4.0,movie,44967
2017-07-15,I'll Be Seeing You,1944.0,https://boxd.it/1kII,4.0,movie,30719
2017-07-15,I Want to Go Home,1989.0,https://boxd.it/J3e,3.0,movie,48200
2017-07-15,The Phantom of the Opera,1925.0,https://boxd.it/29bU,4.0,movie,964
2017-07-15,Eva,1962.0,https://boxd.it/3ieA,3.0,movie,94655
2017-07-15,Good Sam,1948.0,https://boxd.it/3EDi,2.5,movie,108256
2017-07-15,The Bishop's Wife,1947.0,https://boxd.it/1F3m,2.5,movie,19490
2017-07-15,Come and Get It,1936.0,https://boxd.it/3g8A,4.0,movie,93313
2017-07-15,Whiplash,2014.0,https://boxd.it/7bQA,1.5,movie,244786
2017-07-15,Nobody Lives Forever,1946.0,https://boxd.it/1tr2,3.5,movie,26657
2017-07-15,A Dangerous Profession,1949.0,https://boxd.it/FUe,2.5,movie,49503
2017-07-15,A Bill of Divorcement,1932.0,https://boxd.it/2mEK,3.5,movie,73125
2017-07-15,The Love Parade,1929.0,https://boxd.it/AC0,3.5,movie,51759
2017-07-15,The Prisoner of Shark Island,1936.0,https://boxd.it/2FFM,4.0,movie,77245
2017-07-15,The Big Parade,1925.0,https://boxd.it/25Qa,3.0,movie,3060
2017-07-15,The Consequences of Feminism,1906.0,https://boxd.it/3YMY,3.0,movie,120026
2017-07-15,Ismail Yassine in the House of Ghosts,1951.0,https://boxd.it/7IJi,3.0,movie,260491
2017-07-15,Mother,1926.0,https://boxd.it/3oH4,4.0,movie,98914
2017-07-15,Footnotes to a House of Love,2007.0,https://boxd.it/9oQi,4.0,movie,296874
2017-07-15,Wuthering Heights,1939.0,https://boxd.it/25Mi,3.5,movie,3084
2017-07-15,Stranger on the Third Floor,1940.0,https://boxd.it/1nom,3.0,movie,29481
2017-07-15,3 Bad Men,1926.0,https://boxd.it/1gDu,3.5,movie,32716
2017-07-15,Circle of Danger,1951.0,https://boxd.it/Gee,3.5,movie,49368
2017-07-15,Wuthering Heights,1954.0,https://boxd.it/ULm,4.0,movie,43328
2017-07-15,Diary of a Lost Girl,1929.0,https://boxd.it/WoO,4.0,movie,42637
2017-07-15,The Warriors,1979.0,https://boxd.it/1TLC,2.5,movie,11474
2017-07-15,I Don't Want to Be a Man,1918.0,https://boxd.it/ITo,3.5,movie,48263
2017-07-15,A Royal Scandal,1945.0,https://boxd.it/2FnI,3.0,movie,77123
2017-07-15,One from the Heart,1982.0,https://boxd.it/ZJq,3.0,movie,41291
2017-07-15,Paterson,2016.0,https://boxd.it/cRk2,4.0,movie,370755
2017-07-15,Business is Business,1971.0,https://boxd.it/3nOe,2.5,movie,98050
2017-07-15,Our Betters,1933.0,https://boxd.it/5Aik,4.0,movie,183886
2017-07-15,Arrowsmith,1931.0,https://boxd.it/2XZq,3.5,movie,84298
2017-07-15,A Page of Madness,1926.0,https://boxd.it/3i2u,3.5,movie,94525
2017-07-15,Lady in the Lake,1946.0,https://boxd.it/282M,3.0,movie,1841
2017-07-15,Fragile as the World,2001.0,https://boxd.it/dk80,4.0,movie,382594
2017-07-15,Stranger on Horseback,1955.0,https://boxd.it/3Gq6,3.0,movie,109376
2017-07-15,Be Pretty and Shut Up!,1981.0,https://boxd.it/9ZPw,4.0,movie,311267
