Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2017-12-31,As I Was Moving Ahead Occasionally I Saw Brief Glimpses of Beauty,2000,https://letterboxd.com/danielquinn/film/as-i-was-moving-ahead-occasionally-i-saw-brief-glimpses-of-beauty/,5,,,2017-12-30
2017-12-31,A New Leaf,1971,https://letterboxd.com/danielquinn/film/a-new-leaf/,3.5,,,2017-12-30
2017-12-31,This Property Is Condemned,1966,https://letterboxd.com/danielquinn/film/this-property-is-condemned/,3,,,2017-12-30
2018-01-01,Call Northside 777,1948,https://letterboxd.com/danielquinn/film/call-northside-777/,4,,,2017-12-31
2018-01-01,Love with the Proper Stranger,1963,https://letterboxd.com/danielquinn/film/love-with-the-proper-stranger/,3.5,,,2018-01-01
2018-01-02,The Girl in the Red Velvet Swing,1955,https://letterboxd.com/danielquinn/film/the-girl-in-the-red-velvet-swing/,4,,,2018-01-01
2018-01-02,"East Side, West Side",1949,https://letterboxd.com/danielquinn/film/east-side-west-side/,3.5,,,2018-01-01
2018-01-02,Miss and the Doctors,2013,https://letterboxd.com/danielquinn/film/miss-and-the-doctors/,3,,,2018-01-01
2018-01-03,The Unfaithful,1947,https://letterboxd.com/danielquinn/film/the-unfaithful/,3,,,2018-01-02
2018-01-03,The Dance,1959,https://letterboxd.com/danielquinn/film/the-dance-1959/,4,,,2018-01-02
2018-01-07,Ruskin,1974,https://letterboxd.com/danielquinn/film/ruskin/,4.5,,,2018-01-06
2018-01-07,Wild Boys of the Road,1933,https://letterboxd.com/danielquinn/film/wild-boys-of-the-road/,4,,,2018-01-07
2018-01-08,Underworld Beauty,1958,https://letterboxd.com/danielquinn/film/underworld-beauty/,3.5,,,2018-01-07
2018-01-11,The Sleeping Beast Within,1960,https://letterboxd.com/danielquinn/film/the-sleeping-beast-within/,2.5,,,2018-01-10
2018-01-13,The Salamander,1971,https://letterboxd.com/danielquinn/film/the-salamander-1971/,3,,,2018-01-12
2018-01-20,The Ladies Man,1961,https://letterboxd.com/danielquinn/film/the-ladies-man-1961/,2,,,2018-01-19
2018-01-21,Madame DuBarry,1919,https://letterboxd.com/danielquinn/film/madame-dubarry/,3.5,,,2018-01-20
2018-01-23,Jaime,1974,https://letterboxd.com/danielquinn/film/jaime-1974/,4,,,2018-01-22
2018-01-25,Summer 1993,2017,https://letterboxd.com/danielquinn/film/summer-1993/,3.5,,,2018-01-24
2018-01-27,Trás-os-Montes,1976,https://letterboxd.com/danielquinn/film/tras-os-montes/,5,,,2018-01-26
2018-01-28,Gideon of Scotland Yard,1958,https://letterboxd.com/danielquinn/film/gideon-of-scotland-yard/,3.5,,,2018-01-27
2018-01-28,Jewel Robbery,1932,https://letterboxd.com/danielquinn/film/jewel-robbery/,3.5,,,2018-01-27
2018-01-29,Call Me by Your Name,2017,https://letterboxd.com/danielquinn/film/call-me-by-your-name/,1.5,,,2018-01-28
2018-01-29,Too Late for Tears,1949,https://letterboxd.com/danielquinn/film/too-late-for-tears/,3.5,,,2018-01-28
2018-01-30,Ana,1982,https://letterboxd.com/danielquinn/film/ana-1982/,4,,,2018-01-29
2018-02-01,Rosa de Areia,1989,https://letterboxd.com/danielquinn/film/rosa-de-areia/,4.5,,,2018-01-31
2018-02-02,My Friend Ivan Lapshin,1985,https://letterboxd.com/danielquinn/film/my-friend-ivan-lapshin/,3,,,2018-02-01
2018-02-03,Phantom Thread,2017,https://letterboxd.com/danielquinn/film/phantom-thread/,4,,,2018-02-02
2018-02-04,The Eternal Breasts,1955,https://letterboxd.com/danielquinn/film/the-eternal-breasts/,5,Yes,,2018-02-03
2018-02-04,Vertigo,1958,https://letterboxd.com/danielquinn/film/vertigo/,5,Yes,,2018-02-03
2018-02-06,The Awful Dr. Orlof,1962,https://letterboxd.com/danielquinn/film/the-awful-dr-orlof/,2.5,,,2018-02-05
2018-02-07,A Tale of Sorrow and Sadness,1977,https://letterboxd.com/danielquinn/film/a-tale-of-sorrow-and-sadness/,2.5,,,2018-02-06
2018-02-08,Dunkirk,2017,https://letterboxd.com/danielquinn/film/dunkirk-2017/,1.5,,,2018-02-07
2018-02-09,The Post,2017,https://letterboxd.com/danielquinn/film/the-post-2017/,3,,,2018-02-08
2018-02-09,A tiro limpio,1963,https://letterboxd.com/danielquinn/film/a-tiro-limpio/,4,,,2018-02-08
2018-02-10,Milla,2017,https://letterboxd.com/danielquinn/film/milla/,3.5,,,2018-02-09
2018-02-11,ORG,1979,https://letterboxd.com/danielquinn/film/org/,3,,,2018-02-10
2018-02-12,Glasses,2007,https://letterboxd.com/danielquinn/film/glasses/,2.5,,,2018-02-11
2018-02-12,Outrage,1950,https://letterboxd.com/danielquinn/film/outrage-1950/,4,,,2018-02-11
2018-02-13,"Three Billboards Outside Ebbing, Missouri",2017,https://letterboxd.com/danielquinn/film/three-billboards-outside-ebbing-missouri/,2,,,2018-02-12
2018-02-14,Tooth and Nail,1977,https://letterboxd.com/danielquinn/film/tooth-and-nail/,2.5,,,2018-02-13
2018-02-15,Zama,2017,https://letterboxd.com/danielquinn/film/zama/,3,,,2018-02-14
2018-02-17,Passion,1954,https://letterboxd.com/danielquinn/film/passion/,3.5,,,2018-02-16
2018-02-18,The Rising of the Moon,1957,https://letterboxd.com/danielquinn/film/the-rising-of-the-moon/,3.5,,,2018-02-17
2018-02-19,Get Out,2017,https://letterboxd.com/danielquinn/film/get-out-2017/,3,,,2018-02-18
2018-02-20,Room Service,1938,https://letterboxd.com/danielquinn/film/room-service/,3,,,2018-02-19
2018-02-21,The Green Ray,1986,https://letterboxd.com/danielquinn/film/the-green-ray/,5,Yes,,2018-02-20
2018-02-23,The Eternal Breasts,1955,https://letterboxd.com/danielquinn/film/the-eternal-breasts/1/,5,Yes,,2018-02-22
2018-02-24,El ojo de cristal,1956,https://letterboxd.com/danielquinn/film/el-ojo-de-cristal/,3,,,2018-02-23
2018-02-25,Dishonored,1931,https://letterboxd.com/danielquinn/film/dishonored/,3.5,,,2018-02-24
2018-02-27,The Doctor Takes a Wife,1940,https://letterboxd.com/danielquinn/film/the-doctor-takes-a-wife/,3,,,2018-02-26
2018-02-28,Kill and Be Killed,1962,https://letterboxd.com/danielquinn/film/kill-and-be-killed/,3.5,,,2018-02-27
2018-03-01,The Bowery,1933,https://letterboxd.com/danielquinn/film/the-bowery/,3.5,,,2018-02-28
2018-03-03,Lady Bird,2017,https://letterboxd.com/danielquinn/film/lady-bird/,2.5,,,2018-03-02
2018-03-04,The Trail of the Lonesome Pine,1936,https://letterboxd.com/danielquinn/film/the-trail-of-the-lonesome-pine/,4,,,2018-03-03
2018-03-04,Last Flag Flying,2017,https://letterboxd.com/danielquinn/film/last-flag-flying/,3.5,,,2018-03-03
2018-03-05,The Last Detail,1973,https://letterboxd.com/danielquinn/film/the-last-detail/,3,,,2018-03-04
2018-03-05,À Nos Amours,1983,https://letterboxd.com/danielquinn/film/a-nos-amours/,4.5,Yes,,2018-03-04
2018-03-06,Romance in Manhattan,1935,https://letterboxd.com/danielquinn/film/romance-in-manhattan/,2.5,,,2018-03-05
2018-03-07,The Detective and Death,1994,https://letterboxd.com/danielquinn/film/the-detective-and-death/,1,,,2018-03-06
2018-03-08,She/Va,1973,https://letterboxd.com/danielquinn/film/she-va/,3.5,,,2018-03-07
2018-03-08,Objection,1974,https://letterboxd.com/danielquinn/film/objection/,3.5,,,2018-03-07
2018-03-08,Ancient Parts/Foreign Parts,1979,https://letterboxd.com/danielquinn/film/ancient-parts-foreign-parts/,3.5,,,2018-03-07
2018-03-08,Misconception,1977,https://letterboxd.com/danielquinn/film/misconception-1977/,4,,,2018-03-07
2018-03-08,Lights,1966,https://letterboxd.com/danielquinn/film/lights/,4,,,2018-03-07
2018-03-08,Go! Go! Go!,1964,https://letterboxd.com/danielquinn/film/go-go-go/,4,,,2018-03-07
2018-03-10,Peppermint Frappe,1967,https://letterboxd.com/danielquinn/film/peppermint-frappe/,3,,,2018-03-09
2018-03-11,Window Work,2000,https://letterboxd.com/danielquinn/film/window-work/,3,,,2018-03-10
2018-03-11,Same Stream Twice,2012,https://letterboxd.com/danielquinn/film/same-stream-twice/,3.5,,,2018-03-10
2018-03-11,"Carolee, Barbara and Gunvor",2018,https://letterboxd.com/danielquinn/film/carolee-barbara-and-gunvor/,3.5,,,2018-03-10
2018-03-11,Day Residue,2016,https://letterboxd.com/danielquinn/film/day-residue/,3,,,2018-03-10
2018-03-11,Con el viento en el pelo,2010,https://letterboxd.com/danielquinn/film/con-el-viento-en-el-pelo/,2.5,,,2018-03-10
2018-03-12,Anna and the Wolves,1973,https://letterboxd.com/danielquinn/film/anna-and-the-wolves/,2,,,2018-03-11
2018-03-12,Melvin and Howard,1980,https://letterboxd.com/danielquinn/film/melvin-and-howard/,1.5,,,2018-03-11
2018-03-14,Vida/Perra,1982,https://letterboxd.com/danielquinn/film/vida-perra/,3,,,2018-03-13
2018-03-15,Never Fear,1949,https://letterboxd.com/danielquinn/film/never-fear/,3.5,,,2018-03-14
2018-03-16,At Land,1944,https://letterboxd.com/danielquinn/film/at-land/,5,Yes,,2018-03-15
2018-03-16,Blue Moses,1962,https://letterboxd.com/danielquinn/film/blue-moses/,3.5,,,2018-03-15
2018-03-16,Thigh Line Lyre Triangular,1961,https://letterboxd.com/danielquinn/film/thigh-line-lyre-triangular/,4,,,2018-03-15
2018-03-16,Shift,1974,https://letterboxd.com/danielquinn/film/shift-1974/,3.5,,,2018-03-15
2018-03-16,Gloria!,1979,https://letterboxd.com/danielquinn/film/gloria-1979/,4,Yes,,2018-03-15
2018-03-16,Gently Down the Stream,1981,https://letterboxd.com/danielquinn/film/gently-down-the-stream/,4,,,2018-03-15
2018-03-17,Les Mains négatives,1978,https://letterboxd.com/danielquinn/film/les-mains-negatives/,4,,,2018-03-16
2018-03-17,The Age of Consent,1932,https://letterboxd.com/danielquinn/film/the-age-of-consent/,4,,,2018-03-16
2018-03-18,One Way or Another,1977,https://letterboxd.com/danielquinn/film/one-way-or-another-1977/,4,,,2018-03-17
2018-03-19,Soft and Hard,1985,https://letterboxd.com/danielquinn/film/soft-and-hard/,3.5,,,2018-03-18
2018-03-24,The Shape of Water,2017,https://letterboxd.com/danielquinn/film/the-shape-of-water/,2.5,,,2018-03-23
2018-03-25,Night Tide,1961,https://letterboxd.com/danielquinn/film/night-tide/,3.5,,,2018-03-24
2018-03-29,Bubu,1971,https://letterboxd.com/danielquinn/film/bubu/,3.5,,,2018-03-28
2018-03-29,Decision at Sundown,1957,https://letterboxd.com/danielquinn/film/decision-at-sundown/,3.5,,,2018-03-28
2018-03-29,Thelma,2017,https://letterboxd.com/danielquinn/film/thelma-2017/,2.5,,,2018-03-28
2018-03-29,All I Desire,1953,https://letterboxd.com/danielquinn/film/all-i-desire/,4,,,2018-03-28
2018-03-30,Aurélia Steiner (Vancouver),1979,https://letterboxd.com/danielquinn/film/aurelia-steiner-vancouver/,4,,,2018-03-29
2018-03-30,Aurélia Steiner (Melbourne),1979,https://letterboxd.com/danielquinn/film/aurelia-steiner-melbourne/,4,,,2018-03-29
2018-03-30,Crimen de doble filo,1965,https://letterboxd.com/danielquinn/film/crimen-de-doble-filo/,3,,,2018-03-29
2018-03-30,Post Office Box 1001,1950,https://letterboxd.com/danielquinn/film/post-office-box-1001/,3.5,,,2018-03-29
2018-03-30,Holy Matrimony,1943,https://letterboxd.com/danielquinn/film/holy-matrimony-1943/,4,,,2018-03-29
2018-03-31,Sazen Tange and the Pot Worth a Million Ryo,1935,https://letterboxd.com/danielquinn/film/sazen-tange-and-the-pot-worth-a-million-ryo/,3.5,,,2018-03-30
2018-03-31,Westward the Women,1951,https://letterboxd.com/danielquinn/film/westward-the-women/,4,,,2018-03-30
2018-03-31,The Naked Edge,1961,https://letterboxd.com/danielquinn/film/the-naked-edge/,2.5,,,2018-03-30
2018-04-01,All That Money Can Buy,1941,https://letterboxd.com/danielquinn/film/all-that-money-can-buy/,3.5,,,2018-03-31
2018-04-01,Witness to Murder,1954,https://letterboxd.com/danielquinn/film/witness-to-murder/,3,,,2018-03-31
2018-04-02,A Song Is Born,1948,https://letterboxd.com/danielquinn/film/a-song-is-born/,4,,,2018-04-01
2018-04-04,It Rains on Our Love,1946,https://letterboxd.com/danielquinn/film/it-rains-on-our-love/,3,,,2018-04-03
2018-04-07,Next Time We Love,1936,https://letterboxd.com/danielquinn/film/next-time-we-love/,4,,,2018-04-06
2018-04-08,In Its Form Asleep,,https://letterboxd.com/danielquinn/film/in-its-form-asleep/,3.5,,,2018-04-07
2018-04-08,Venus Delta,2016,https://letterboxd.com/danielquinn/film/venus-delta/,3.5,,,2018-04-07
2018-04-08,The Pimp and His Trophies,2014,https://letterboxd.com/danielquinn/film/the-pimp-and-his-trophies/,3,,,2018-04-07
2018-04-08,Josef: My Fathers Criminal Record,2015,https://letterboxd.com/danielquinn/film/josef-my-fathers-criminal-record/,3,,,2018-04-07
2018-04-08,Untitled,2012,https://letterboxd.com/danielquinn/film/untitled-2012/,3,,,2018-04-07
2018-04-09,House and Universe,2015,https://letterboxd.com/danielquinn/film/house-and-universe/,3.5,,,2018-04-07
2018-04-09,Let the Sunshine In,2017,https://letterboxd.com/danielquinn/film/let-the-sunshine-in/,3.5,,,2018-04-08
2018-04-13,El Sopar,1974,https://letterboxd.com/danielquinn/film/el-sopar/,4,,,2018-04-12
2018-04-14,Grandeur nature,1974,https://letterboxd.com/danielquinn/film/grandeur-nature/,3,,,2018-04-13
2018-04-15,Pitfall,1948,https://letterboxd.com/danielquinn/film/pitfall/,4,,,2018-04-14
2018-04-16,Ready Player One,2018,https://letterboxd.com/danielquinn/film/ready-player-one/,2,,,2018-04-15
2018-04-19,9 Fingers,2017,https://letterboxd.com/danielquinn/film/9-fingers/,2.5,,,2018-04-18
2018-04-20,Something's Got to Give,1962,https://letterboxd.com/danielquinn/film/somethings-got-to-give/,3.5,,,2018-04-19
2018-04-20,Critique of Separation,1961,https://letterboxd.com/danielquinn/film/critique-of-separation/,4.5,,,2018-04-19
2018-04-22,The Half Naked Truth,1932,https://letterboxd.com/danielquinn/film/the-half-naked-truth/,4,,,2018-04-22
2018-04-24,Working on the Douro River,1931,https://letterboxd.com/danielquinn/film/working-on-the-douro-river/,4,Yes,,2018-04-23
2018-04-24,Steel Mask Versus Blue Abyss,1989,https://letterboxd.com/danielquinn/film/steel-mask-versus-blue-abyss/,3,,,2018-04-23
2018-04-26,Faces Places,2017,https://letterboxd.com/danielquinn/film/faces-places/,3,,,2018-04-25
2018-04-27,The Lion Sleeps Tonight,2017,https://letterboxd.com/danielquinn/film/the-lion-sleeps-tonight/,4.5,,,2018-04-26
2018-04-28,The Mad Miss Manton,1938,https://letterboxd.com/danielquinn/film/the-mad-miss-manton/,2,,,2018-04-27
2018-04-28,Die Nibelungen: Siegfried,1924,https://letterboxd.com/danielquinn/film/die-nibelungen-siegfried/,4,,,2018-04-28
2018-04-29,The Browning Version,1951,https://letterboxd.com/danielquinn/film/the-browning-version/,3,,,2018-04-28
2018-04-30,Bells Are Ringing,1960,https://letterboxd.com/danielquinn/film/bells-are-ringing/,4,,,2018-04-29
2018-04-30,Tiger Bay,1959,https://letterboxd.com/danielquinn/film/tiger-bay/,3.5,,,2018-04-29
2018-04-30,Enchantment,1948,https://letterboxd.com/danielquinn/film/enchantment/,3.5,,,2018-04-29
2018-05-01,Distant Drums,1951,https://letterboxd.com/danielquinn/film/distant-drums/,3.5,,,2018-04-30
2018-05-01,The Cobweb,1955,https://letterboxd.com/danielquinn/film/the-cobweb/,4.5,,,2018-04-30
2018-05-02,Happy Hour,2015,https://letterboxd.com/danielquinn/film/happy-hour-2015-1/,4,,,2018-05-01
2018-05-03,Die Nibelungen: Kriemhilds Rache,1924,https://letterboxd.com/danielquinn/film/die-nibelungen-kriemhilds-rache/,4,,,2018-05-02
2018-05-03,Far from the Trees,1972,https://letterboxd.com/danielquinn/film/far-from-the-trees/,3.5,,,2018-05-02
2018-05-05,Sherman's March,1985,https://letterboxd.com/danielquinn/film/shermans-march/,4,,,2018-05-04
2018-05-06,The Shop Around the Corner,1940,https://letterboxd.com/danielquinn/film/the-shop-around-the-corner/,5,Yes,,2018-05-05
2018-05-07,Juguetes rotos,1966,https://letterboxd.com/danielquinn/film/juguetes-rotos/,3,,,2018-05-06
2018-05-08,Lover for a Day,2017,https://letterboxd.com/danielquinn/film/lover-for-a-day/,4,,,2018-05-07
2018-05-10,Isle of Dogs,2018,https://letterboxd.com/danielquinn/film/isle-of-dogs-2018/,2.5,,,2018-05-09
2018-05-11,In the Intense Now,2017,https://letterboxd.com/danielquinn/film/in-the-intense-now/,3.5,,,2018-05-10
2018-05-12,Dialogue with Che,1968,https://letterboxd.com/danielquinn/film/dialogue-with-che/,2.5,,,2018-05-11
2018-05-14,The Reconquest,2016,https://letterboxd.com/danielquinn/film/the-reconquest/,3.5,,,2018-05-13
2018-05-17,The 3 Penny Opera,1931,https://letterboxd.com/danielquinn/film/the-3-penny-opera/,4,,,2018-05-16
2018-05-20,Visa de censure n° X,1976,https://letterboxd.com/danielquinn/film/visa-de-censure-n-x/,3,,,2018-05-19
2018-05-20,The Revolution Is Only a Beginning. Let's Continue Fighting.,1968,https://letterboxd.com/danielquinn/film/the-revolution-is-only-a-beginning-lets-continue-fighting/,2.5,,,2018-05-19
2018-05-20,New Old,1979,https://letterboxd.com/danielquinn/film/new-old/,2.5,,,2018-05-19
2018-05-21,Letter in Motion to Gilles Jacob and Thierry Fremaux,2014,https://letterboxd.com/danielquinn/film/letter-in-motion/,3.5,Yes,,2018-05-20
2018-05-21,Tribute to Eric Rohmer,2010,https://letterboxd.com/danielquinn/film/tribute-to-eric-rohmer/,3,Yes,,2018-05-20
2018-05-21,Letter to Freddy Buache,1982,https://letterboxd.com/danielquinn/film/letter-to-freddy-buache/,3.5,Yes,,2018-05-20
2018-05-21,Bodyguard,1948,https://letterboxd.com/danielquinn/film/bodyguard/,3.5,,,2018-05-20
2018-05-22,The Devil and Miss Jones,1941,https://letterboxd.com/danielquinn/film/the-devil-and-miss-jones/,3,,,2018-05-21
2018-05-25,L'Enfant Secret,1979,https://letterboxd.com/danielquinn/film/lenfant-secret/,5,Yes,,2018-05-24
2018-05-26,Wild River,1960,https://letterboxd.com/danielquinn/film/wild-river/,4,,,2018-05-25
2018-05-28,Ramrod,1947,https://letterboxd.com/danielquinn/film/ramrod/,4,,,2018-05-27
2018-05-30,Woman on the Run,1950,https://letterboxd.com/danielquinn/film/woman-on-the-run/,3.5,,,2018-05-29
2018-05-31,Hour of the Wolf,1968,https://letterboxd.com/danielquinn/film/hour-of-the-wolf/,4,Yes,,2018-05-30
2018-05-31,Actua 1,1968,https://letterboxd.com/danielquinn/film/actua-1/,3.5,,,2018-05-30
2018-05-31,Regular Lovers,2005,https://letterboxd.com/danielquinn/film/regular-lovers/,5,Yes,,2018-05-30
2018-06-02,Mala Noche,1986,https://letterboxd.com/danielquinn/film/mala-noche/,3.5,,,2018-06-01
2018-06-02,The Titfield Thunderbolt,1953,https://letterboxd.com/danielquinn/film/the-titfield-thunderbolt/,2,,,2018-06-01
2018-06-02,Child of Divorce,1946,https://letterboxd.com/danielquinn/film/child-of-divorce/,3,,,2018-06-02
2018-06-03,NN,2017,https://letterboxd.com/danielquinn/film/nn-2017/,3.5,,,2018-06-02
2018-06-03,Fish Point,2015,https://letterboxd.com/danielquinn/film/fish-point/,3.5,,,2018-06-02
2018-06-03,Photooxidation,2013,https://letterboxd.com/danielquinn/film/photooxidation/,4,,,2018-06-02
2018-06-06,Macao,1952,https://letterboxd.com/danielquinn/film/macao/,3.5,,,2018-06-05
2018-06-08,The Day After,2017,https://letterboxd.com/danielquinn/film/the-day-after-2017/,4,,,2018-06-07
2018-06-09,Il vaso etrusco,1967,https://letterboxd.com/danielquinn/film/il-vaso-etrusco/,2.5,,,2018-06-08
2018-06-09,Bestiario,1967,https://letterboxd.com/danielquinn/film/bestiario-1967/,2,,,2018-06-08
2018-06-09,Il mostro verde,1967,https://letterboxd.com/danielquinn/film/il-mostro-verde/,2,,,2018-06-08
2018-06-09,"Elettra, l'attesa",1986,https://letterboxd.com/danielquinn/film/elettra-lattesa/,3,,,2018-06-08
2018-06-10,Gaslight,1940,https://letterboxd.com/danielquinn/film/gaslight/,3.5,,,2018-06-09
2018-06-10,Footnotes to a House of Love,2007,https://letterboxd.com/danielquinn/film/footnotes-to-a-house-of-love/,4,Yes,,2018-06-09
2018-06-10,My Tears Are Dry,2009,https://letterboxd.com/danielquinn/film/my-tears-are-dry/,4,Yes,,2018-06-09
2018-06-10,Cry When It Happens,2010,https://letterboxd.com/danielquinn/film/cry-when-it-happens/,4,Yes,,2018-06-09
2018-06-10,A Lax Riddle Unit,2011,https://letterboxd.com/danielquinn/film/a-lax-riddle-unit/,4,Yes,,2018-06-09
2018-06-10,The Room Called Heaven,2012,https://letterboxd.com/danielquinn/film/the-room-called-heaven/,4,Yes,,2018-06-09
2018-06-10,Live to Live,2015,https://letterboxd.com/danielquinn/film/live-to-live/,4,Yes,,2018-06-09
2018-06-10,025 Sunset Red,2016,https://letterboxd.com/danielquinn/film/025-sunset-red/,4.5,Yes,,2018-06-09
2018-06-11,A Lion Is in the Streets,1953,https://letterboxd.com/danielquinn/film/a-lion-is-in-the-streets/,3.5,,,2018-06-10
2018-06-11,Ruthless,1948,https://letterboxd.com/danielquinn/film/ruthless/,4,,,2018-06-10
2018-06-14,Antonyms of Beauty,2013,https://letterboxd.com/danielquinn/film/antonyms-of-beauty/,1.5,,,2018-06-13
2018-06-14,Field Niggas,2015,https://letterboxd.com/danielquinn/film/field-niggas/,2,,,2018-06-13
2018-06-15,Between Relating and Use,2018,https://letterboxd.com/danielquinn/film/between-relating-and-use/,3.5,,,2018-06-14
2018-06-15,The Shadow of Utopia,2017,https://letterboxd.com/danielquinn/film/the-shadow-of-utopia/,3,,,2018-06-14
2018-06-15,What I Remember,2017,https://letterboxd.com/danielquinn/film/what-i-remember/,3,,,2018-06-14
2018-06-16,Where the Summer Goes (Chapters on Youth),2018,https://letterboxd.com/danielquinn/film/where-the-summer-goes-chapters-on-youth/,2.5,,,2018-06-15
2018-06-16,Classical Period,2018,https://letterboxd.com/danielquinn/film/classical-period/,3.5,,,2018-06-15
2018-06-16,Ex Libris: The New York Public Library,2017,https://letterboxd.com/danielquinn/film/ex-libris-the-new-york-public-library/,4.5,,,2018-06-15
2018-06-18,Sonatine,1993,https://letterboxd.com/danielquinn/film/sonatine/,2.5,,,2018-06-17
2018-06-22,Johnny Eager,1941,https://letterboxd.com/danielquinn/film/johnny-eager/,3.5,,,2018-06-21
2018-06-23,Elephant,2003,https://letterboxd.com/danielquinn/film/elephant-2003/,4.5,Yes,,2018-06-22
2018-06-23,Elephant,1989,https://letterboxd.com/danielquinn/film/elephant/,3,,,2018-06-22
2018-06-25,Duvidha,1973,https://letterboxd.com/danielquinn/film/duvidha/,4,,,2018-06-24
2018-06-28,A Letter to Uncle Boonmee,2009,https://letterboxd.com/danielquinn/film/a-letter-to-uncle-boonmee/,3.5,Yes,,2018-06-27
2018-06-28,Ashes,2012,https://letterboxd.com/danielquinn/film/ashes-2012/1/,3,Yes,,2018-06-27
2018-06-28,Emerald,2007,https://letterboxd.com/danielquinn/film/emerald/,3.5,,,2018-06-27
2018-06-28,Ablaze,2016,https://letterboxd.com/danielquinn/film/ablaze-2016/,3.5,,,2018-06-27
2018-06-30,God's Little Acre,1958,https://letterboxd.com/danielquinn/film/gods-little-acre/,3.5,,,2018-06-29
2018-06-30,"Don't Worry, He Won't Get Far on Foot",2018,https://letterboxd.com/danielquinn/film/dont-worry-he-wont-get-far-on-foot/,2.5,,,2018-06-29
2018-06-30,The Purple Rose of Cairo,1985,https://letterboxd.com/danielquinn/film/the-purple-rose-of-cairo/,4,Yes,,2018-06-30
2018-07-01,The Second Woman,1950,https://letterboxd.com/danielquinn/film/the-second-woman/,2.5,,,2018-06-30
2018-07-01,Transit,2018,https://letterboxd.com/danielquinn/film/transit-2018/,3.5,,,2018-06-30
2018-07-02,The Courtship of Eddie's Father,1963,https://letterboxd.com/danielquinn/film/the-courtship-of-eddies-father/,4,,,2018-07-01
2018-07-02,The Kennel Murder Case,1933,https://letterboxd.com/danielquinn/film/the-kennel-murder-case/,2.5,,,2018-07-02
2018-07-05,Le Joli Mai,1963,https://letterboxd.com/danielquinn/film/le-joli-mai/,4,,,2018-07-04
2018-07-07,How to Talk to Girls at Parties,2017,https://letterboxd.com/danielquinn/film/how-to-talk-to-girls-at-parties/,1,,,2018-07-06
2018-07-08,The Glass Key,1942,https://letterboxd.com/danielquinn/film/the-glass-key-1942/,3.5,,,2018-07-07
2018-07-09,Days of Glory,1944,https://letterboxd.com/danielquinn/film/days-of-glory-1944/,4,,,2018-07-08
2018-07-10,The Immortal Story,1968,https://letterboxd.com/danielquinn/film/the-immortal-story/,4,,,2018-07-09
2018-07-13,The Magic Flute,1975,https://letterboxd.com/danielquinn/film/the-magic-flute/,3,,,2018-07-12
2018-07-14,The Blessed Ones,1986,https://letterboxd.com/danielquinn/film/the-blessed-ones/,3,,,2018-07-13
2018-07-15,The Driver,1978,https://letterboxd.com/danielquinn/film/the-driver/,3.5,,,2018-07-15
2018-07-16,Dark Waters,1944,https://letterboxd.com/danielquinn/film/dark-waters/,4,,,2018-07-15
2018-07-19,Madame de Sade,1992,https://letterboxd.com/danielquinn/film/madame-de-sade/,3,,,2018-07-18
2018-07-22,Gold Diggers of 1933,1933,https://letterboxd.com/danielquinn/film/gold-diggers-of-1933/,4,,,2018-07-21
2018-07-23,Battles Without Honor and Humanity,1973,https://letterboxd.com/danielquinn/film/battles-without-honor-and-humanity/,3.5,,,2018-07-22
2018-07-23,42nd Street,1933,https://letterboxd.com/danielquinn/film/42nd-street/,3,,,2018-07-22
2018-07-24,The Bird with the Crystal Plumage,1970,https://letterboxd.com/danielquinn/film/the-bird-with-the-crystal-plumage/,3.5,,,2018-07-23
2018-07-26,Claire's Camera,2017,https://letterboxd.com/danielquinn/film/claires-camera/,4,,,2018-07-25
2018-07-27,Columbus,2017,https://letterboxd.com/danielquinn/film/columbus-2017/,2.5,,,2018-07-26
2018-07-29,"20,000 Leagues Under the Sea",1954,https://letterboxd.com/danielquinn/film/20000-leagues-under-the-sea-1954/,3.5,,,2018-07-28
2018-07-30,Glumov's Diary,1923,https://letterboxd.com/danielquinn/film/glumovs-diary/,2.5,,,2018-07-29
2018-07-30,Mary Shelley,2017,https://letterboxd.com/danielquinn/film/mary-shelley/,2.5,,,2018-07-29
2018-07-30,Shockproof,1949,https://letterboxd.com/danielquinn/film/shockproof/,3.5,,,2018-07-29
2018-07-31,Has Anybody Seen My Gal?,1952,https://letterboxd.com/danielquinn/film/has-anybody-seen-my-gal/,4,,,2018-07-30
2018-07-31,The Rawhide Years,1956,https://letterboxd.com/danielquinn/film/the-rawhide-years/,3.5,,,2018-07-30
2018-07-31,Spring,1970,https://letterboxd.com/danielquinn/film/spring-1970/,3.5,,,2018-07-30
2018-07-31,Hot Blood,1956,https://letterboxd.com/danielquinn/film/hot-blood/,3.5,,,2018-07-30
2018-07-31,The Last Dive,1992,https://letterboxd.com/danielquinn/film/the-last-dive/,4,,,2018-07-31
2018-08-01,Suzaki Paradise: Red Light,1956,https://letterboxd.com/danielquinn/film/suzaki-paradise-red-light/,4,,,2018-07-31
2018-08-01,My Name Is Julia Ross,1945,https://letterboxd.com/danielquinn/film/my-name-is-julia-ross/,3.5,,,2018-07-31
2018-08-02,The Unforgettable,1967,https://letterboxd.com/danielquinn/film/the-unforgettable/,4,,,2018-08-01
2018-08-02,Dawn at Socorro,1954,https://letterboxd.com/danielquinn/film/dawn-at-socorro/,3.5,,,2018-08-01
